Stock quote and option quote for DIA on 3/28/23 22:21:44

UNDERLYING
LAST,LX,Net Chng,BID,BX,ASK,AX,Size,Volume,Open,High,Low
323.81,P,-.50,325.00, ,325.28, ,800 x 800,"2,536,520",323.99,325.65,322.84

UNDERLYING EXTRA INFO
Last Size,Yield,PE,Div,Div.Freq,Ex Div.Date,52High,52Low,Shares,Beta
0,3.18%,73.76,.8581,M,3/17/23,354.8783,286.62,"82,140,000",.939

31 MAR 23  (2)  100 (Quarterlys)
,,Volume,Open.Int,Impl Vol,Prob.Touch,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Volume,Open.Int,Impl Vol,Prob.Touch,,
,,20,49,19.78%,38.29%,15.55,H,16.25,H,21 APR 23,311,1.90,Z,1.94,B,30,30,21.16%,41.59%,,
,,<empty>,28,19.54%,41.29%,14.95,H,15.15,H,21 APR 23,312,2.04,B,2.08,N,5,131,20.83%,44.35%,,
,,<empty>,80,19.25%,44.35%,14.10,Q,14.30,Q,21 APR 23,313,2.20,Z,2.24,N,3,200,20.54%,47.37%,,
,,<empty>,87,19.01%,47.74%,13.30,N,13.45,B,21 APR 23,314,2.37,Q,2.42,B,<empty>,"1,169",20.26%,50.60%,,
,,1,534,18.71%,51.22%,12.45,H,12.65,B,21 APR 23,315,2.56,P,2.61,B,184,"2,565",19.99%,54.04%,,
,,<empty>,72,18.45%,55.02%,11.65,I,11.85,B,21 APR 23,316,2.76,T,2.81,B,52,138,19.69%,57.65%,,
,,<empty>,50,18.22%,59.11%,10.90,I,11.05,N,21 APR 23,317,2.98,Z,3.05,B,1,173,19.45%,61.56%,,
,,1,65,18.02%,63.48%,10.15,Q,10.30,I,21 APR 23,318,3.20,B,3.30,B,14,392,19.16%,65.60%,,
,,<empty>,129,17.74%,67.96%,9.40,I,9.55,B,21 APR 23,319,3.45,B,3.55,Q,7,119,18.86%,69.84%,,
,,125,876,17.40%,72.58%,8.65,I,8.80,N,21 APR 23,320,3.75,B,3.80,N,555,"6,016",18.58%,74.33%,,
,,1,85,17.23%,77.72%,8.00,P,8.10,N,21 APR 23,321,4.05,B,4.15,B,33,211,18.39%,79.15%,,
,,9,132,16.98%,82.96%,7.30,I,7.45,B,21 APR 23,322,4.35,T,4.45,T,32,199,18.05%,84.00%,,
,,8,207,16.73%,88.43%,6.65,H,6.80,B,21 APR 23,323,4.70,T,4.80,T,"1,490",299,17.79%,89.15%,,
,,778,353,16.48%,94.12%,6.05,Z,6.15,B,21 APR 23,324,5.10,Q,5.20,B,32,186,17.61%,94.51%,,
,,232,"1,707",16.22%,100.00%,5.45,Q,5.55,B,21 APR 23,325,5.50,Q,5.60,Z,321,"6,059",17.35%,100.00%,,
,,45,443,15.87%,93.97%,4.85,T,4.95,N,21 APR 23,326,5.90,B,6.05,B,6,108,17.08%,94.37%,,
,,76,169,15.58%,87.77%,4.30,T,4.40,T,21 APR 23,327,6.40,H,6.50,B,3,112,16.88%,88.66%,,
,,26,83,15.34%,81.51%,3.80,Q,3.90,B,21 APR 23,328,6.85,B,7.00,Q,31,66,16.58%,82.80%,,
,,2,500,15.01%,75.04%,3.30,T,3.40,N,21 APR 23,329,7.40,B,7.55,B,25,86,16.42%,77.04%,,
,,74,"1,262",14.82%,68.76%,2.90,T,2.96,H,21 APR 23,330,7.95,B,8.10,B,85,"1,868",16.17%,71.15%,,
,,2,203,14.57%,62.42%,2.50,N,2.55,N,21 APR 23,331,8.60,Z,8.75,B,4,39,16.14%,65.71%,,
,,55,289,14.34%,56.20%,2.13,T,2.19,Z,21 APR 23,332,9.25,Z,9.40,H,157,4,16.02%,60.23%,,
,,12,324,14.12%,50.19%,1.81,T,1.86,T,21 APR 23,333,9.90,H,10.10,H,2,14,15.88%,54.88%,,
,,5,575,13.92%,44.41%,1.52,H,1.57,T,21 APR 23,334,10.65,Q,10.85,Q,<empty>,7,15.92%,50.15%,,
,,62,"1,930",13.76%,39.02%,1.27,P,1.32,P,21 APR 23,335,11.15,H,12.00,X,1,"2,386",16.16%,46.23%,,
,,23,430,13.61%,34.02%,1.06,Z,1.10,P,21 APR 23,336,11.95,J,13.10,J,1,3,16.84%,43.78%,,
,,<empty>,174,13.46%,29.34%,.87,T,.91,N,21 APR 23,337,12.80,J,14.00,M,<empty>,0,17.18%,40.71%,,
,,22,351,13.37%,25.22%,.72,P,.75,N,21 APR 23,338,13.50,A,14.65,M,<empty>,0,16.57%,35.29%,,
,,<empty>,43,13.26%,21.45%,.58,H,.62,Z,21 APR 23,339,14.50,A,15.70,M,6,8,17.47%,34.28%,,
,,81,"3,415",13.22%,18.29%,.48,N,.51,N,21 APR 23,340,15.45,A,16.65,A,1,876,18.01%,32.43%,,
,,1,23,13.18%,15.47%,.39,N,.42,N,21 APR 23,341,16.30,P,18.35,P,<empty>,0,20.09%,34.51%,,
,,3,101,13.19%,13.13%,.32,Z,.35,P,21 APR 23,342,17.05,N,19.50,N,<empty>,0,20.63%,32.89%,,
,,1,295,13.20%,11.06%,.26,N,.29,N,21 APR 23,343,17.75,N,20.50,N,<empty>,0,20.65%,30.25%,,
,,40,"1,034",13.38%,8.09%,.18,P,.21,B,21 APR 23,345,19.85,Z,22.50,Z,<empty>,26,22.38%,29.09%,,
,,17,"4,263",14.27%,4.20%,.09,N,.11,B,21 APR 23,350,24.45,N,27.40,N,<empty>,0,24.52%,23.04%,,
,,104,545,15.41%,2.46%,.05,T,.07,T,21 APR 23,355,29.55,I,32.85,T,<empty>,15,29.54%,23.32%,,
,,6,314,16.63%,1.57%,.03,T,.05,T,21 APR 23,360,34.55,I,37.85,T,<empty>,0,32.87%,21.32%,,
,,2,242,17.96%,1.10%,.02,Z,.04,H,21 APR 23,365,39.70,I,42.75,N,<empty>,12,36.28%,19.93%,,
,,1,"2,085",19.46%,0.87%,.01,T,.04,T,21 APR 23,370,44.70,M,47.75,N,<empty>,0,39.46%,18.62%,,
,,<empty>,38,20.75%,0.66%,.01,Z,.03,T,21 APR 23,375,49.70,M,52.75,N,<empty>,0,42.58%,17.55%,,
,,1,10,21.89%,0.48%,0,J,.03,T,21 APR 23,380,54.70,M,57.75,N,<empty>,0,45.67%,16.66%,,
,,<empty>,6,22.62%,0.31%,0,M,.02,T,21 APR 23,385,59.20,N,62.80,N,<empty>,0,47.10%,14.61%,,
,,<empty>,17,24.19%,0.29%,0,J,.02,T,21 APR 23,390,64.65,Z,67.70,Z,<empty>,0,51.38%,15.02%,,
,,<empty>,16,25.72%,0.27%,0,J,.02,T,21 APR 23,395,69.20,N,72.75,N,<empty>,0,52.90%,13.47%,,
,,<empty>,291,27.29%,0.26%,0,J,.02,T,21 APR 23,400,74.20,N,77.70,N,<empty>,0,55.69%,12.97%,,

28 APR 23  (30)  100 (Weeklys)
,,Volume,Open.Int,Impl Vol,Prob.Touch,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Volume,Open.Int,Impl Vol,Prob.Touch,,
,,<empty>,0,0.04%,0.00%,43.10,Z,47.00,Z,28 APR 23,280,.40,T,.43,P,<empty>,199,29.64%,8.65%,,
,,<empty>,0,0.03%,0.00%,38.25,N,42.05,N,28 APR 23,285,.52,P,.55,P,54,122,28.12%,11.10%,,
,,<empty>,0,21.87%,7.34%,33.90,M,37.20,N,28 APR 23,290,.68,T,.71,N,4,143,26.59%,14.34%,,
,,<empty>,0,19.85%,9.29%,28.85,M,32.40,N,28 APR 23,295,.91,Q,.95,B,4,95,25.20%,18.90%,,
,,<empty>,104,21.20%,19.45%,24.60,H,27.70,H,28 APR 23,300,1.23,Q,1.27,B,29,264,23.79%,24.96%,,
,,<empty>,0,19.47%,21.50%,21.75,M,24.65,H,28 APR 23,303,1.48,Z,1.52,Z,1,37,22.95%,29.57%,,
,,<empty>,0,21.01%,27.47%,21.20,C,24.00,T,28 APR 23,304,1.58,P,1.62,B,<empty>,16,22.70%,31.36%,,
,,<empty>,2,18.95%,24.81%,19.95,H,22.75,H,28 APR 23,305,1.68,Z,1.72,Z,29,68,22.41%,33.16%,,
,,<empty>,1,18.77%,26.87%,19.10,H,21.80,H,28 APR 23,306,1.79,P,1.83,B,<empty>,27,22.14%,35.12%,,
,,<empty>,7,18.18%,27.95%,17.75,H,21.20,H,28 APR 23,307,1.90,Q,1.94,N,9,101,21.83%,37.10%,,
,,<empty>,1,20.83%,37.59%,18.65,H,19.80,H,28 APR 23,308,2.03,Z,2.07,B,1,81,21.58%,39.34%,,
,,<empty>,9,20.23%,39.11%,17.80,H,18.75,H,28 APR 23,309,2.16,T,2.20,N,2,131,21.29%,41.61%,,
,,<empty>,102,20.11%,41.92%,17.35,I,17.55,X,28 APR 23,310,2.30,Q,2.35,B,6,138,21.03%,44.07%,,
,,<empty>,19,19.84%,44.54%,16.50,I,16.70,T,28 APR 23,311,2.45,B,2.50,B,<empty>,66,20.74%,46.62%,,
,,<empty>,1,19.63%,47.44%,15.70,P,15.85,N,28 APR 23,312,2.62,Z,2.66,N,2,50,20.47%,49.36%,,
,,<empty>,16,19.37%,50.39%,14.85,I,15.05,X,28 APR 23,313,2.79,Q,2.84,Z,3,99,20.20%,52.23%,,
,,<empty>,1,19.15%,53.60%,14.05,I,14.25,B,28 APR 23,314,2.98,N,3.05,B,31,222,19.97%,55.35%,,
,,<empty>,16,18.89%,56.88%,13.25,I,13.45,B,28 APR 23,315,3.15,B,3.25,Q,24,206,19.65%,58.44%,,
,,<empty>,10,18.66%,60.41%,12.50,Z,12.65,B,28 APR 23,316,3.40,H,3.45,N,<empty>,73,19.41%,61.87%,,
,,1,71,18.39%,64.02%,11.70,I,11.90,X,28 APR 23,317,3.60,B,3.70,B,23,27,19.12%,65.37%,,
,,<empty>,2,18.27%,65.94%,11.35,I,11.50,N,28 APR 23,317.5,3.75,B,3.85,B,<empty>,32,19.07%,67.36%,,
,,<empty>,4,18.14%,67.88%,10.95,H,11.15,X,28 APR 23,318,3.85,B,3.95,B,11,89,18.86%,69.10%,,
,,<empty>,174,17.91%,71.95%,10.25,I,10.40,B,28 APR 23,319,4.15,H,4.25,B,<empty>,34,18.70%,73.14%,,
,,10,119,17.70%,76.22%,9.55,T,9.70,B,28 APR 23,320,4.40,B,4.50,Q,54,338,18.34%,77.07%,,
,,2,96,17.43%,80.60%,8.85,H,9.00,B,28 APR 23,321,4.70,B,4.80,N,11,619,18.07%,81.31%,,
,,1,104,17.11%,85.12%,8.15,I,8.30,N,28 APR 23,322,5.05,B,5.15,B,2,128,17.89%,85.80%,,
,,5,27,17.07%,87.56%,7.85,Q,8.00,B,28 APR 23,322.5,5.20,B,5.35,B,5,63,17.77%,88.07%,,
,,1,33,16.87%,89.91%,7.50,I,7.65,X,28 APR 23,323,5.40,B,5.50,B,4,65,17.64%,90.38%,,
,,6,20,16.63%,94.88%,6.90,T,7.00,N,28 APR 23,324,5.80,Z,5.90,B,251,56,17.47%,95.14%,,
,,43,131,16.40%,100.00%,6.30,T,6.40,N,28 APR 23,325,6.20,Z,6.30,B,22,"1,366",17.24%,100.00%,,
,,1,53,16.16%,94.79%,5.70,T,5.85,B,28 APR 23,326,6.60,B,6.70,B,3,63,16.94%,95.02%,,
,,1,38,15.92%,89.48%,5.15,T,5.30,B,28 APR 23,327,7.05,B,7.15,B,<empty>,3,16.71%,89.94%,,
,,2,274,15.78%,86.76%,4.90,T,5.00,B,28 APR 23,327.5,7.30,H,7.40,B,<empty>,4,16.63%,87.40%,,
,,4,26,15.68%,84.07%,4.65,H,4.75,X,28 APR 23,328,7.50,B,7.65,B,1,53,16.47%,84.78%,,
,,<empty>,43,15.43%,78.57%,4.15,T,4.25,X,28 APR 23,329,8.05,Z,8.15,B,33,40,16.30%,79.64%,,
,,26,144,15.23%,73.11%,3.70,P,3.80,X,28 APR 23,330,8.55,T,8.70,T,200,167,16.05%,74.38%,,
,,<empty>,32,14.95%,67.52%,3.25,H,3.35,B,28 APR 23,331,9.15,N,9.30,I,<empty>,1,15.94%,69.33%,,
,,1,52,14.71%,61.97%,2.86,N,2.92,N,28 APR 23,332,9.75,H,9.90,H,<empty>,6,15.74%,64.20%,,
,,1,122,14.59%,59.24%,2.67,T,2.73,N,28 APR 23,332.5,10.05,I,10.25,I,<empty>,1,15.69%,61.74%,,
,,1,87,14.49%,56.54%,2.49,N,2.55,N,28 APR 23,333,10.40,Q,10.55,N,<empty>,3,15.61%,59.27%,,
,,<empty>,78,14.27%,51.22%,2.15,N,2.21,N,28 APR 23,334,11.10,H,11.25,I,<empty>,0,15.56%,54.65%,,
,,17,526,14.08%,46.13%,1.85,P,1.91,B,28 APR 23,335,11.80,Q,12.00,Q,<empty>,3,15.51%,50.21%,,
,,<empty>,18,13.89%,41.20%,1.58,H,1.63,N,28 APR 23,336,11.70,H,14.15,H,<empty>,2,16.40%,48.47%,,
,,6,31,13.74%,36.64%,1.35,P,1.39,N,28 APR 23,337,12.35,H,15.60,J,<empty>,0,17.36%,47.11%,,
,,<empty>,37,13.65%,34.41%,1.24,N,1.28,N,28 APR 23,337.5,12.50,T,15.65,H,<empty>,0,16.35%,42.67%,,
,,10,481,13.59%,32.32%,1.14,N,1.18,N,28 APR 23,338,12.90,N,16.25,M,<empty>,2,16.72%,41.90%,,
,,2,18,13.46%,28.37%,.96,P,1.00,P,28 APR 23,339,14.15,H,17.30,M,<empty>,0,18.02%,41.85%,,
,,61,454,13.34%,24.69%,.80,N,.84,N,28 APR 23,340,14.65,Z,18.15,C,<empty>,1,17.52%,37.40%,,
,,2,100,13.26%,21.48%,.67,P,.71,P,28 APR 23,341,15.75,Z,18.70,C,<empty>,0,17.52%,34.35%,,
,,<empty>,26,13.21%,18.62%,.56,T,.60,B,28 APR 23,342,16.45,T,19.85,T,<empty>,0,17.87%,32.44%,,
,,<empty>,17,13.16%,16.05%,.47,Z,.50,N,28 APR 23,343,17.50,N,21.10,N,<empty>,0,19.19%,33.05%,,
,,7,22,13.12%,13.80%,.39,N,.42,N,28 APR 23,344,18.50,N,22.20,N,<empty>,0,20.07%,32.61%,,
,,20,38,13.11%,11.86%,.32,T,.36,B,28 APR 23,345,19.50,Z,23.10,Z,<empty>,0,20.52%,31.24%,,
,,<empty>,6,13.16%,10.29%,.27,T,.31,B,28 APR 23,346,20.50,T,23.95,T,<empty>,0,20.84%,29.69%,,
,,<empty>,28,13.19%,8.86%,.23,N,.26,N,28 APR 23,347,21.25,Q,25.25,Q,<empty>,0,21.60%,29.18%,,
,,<empty>,9,13.26%,7.70%,.19,T,.23,B,28 APR 23,348,22.50,N,26.05,N,<empty>,0,22.35%,28.70%,,
,,<empty>,1,13.40%,6.82%,.17,Z,.20,B,28 APR 23,349,23.50,N,27.10,N,<empty>,0,23.10%,28.26%,,
,,8,75,13.43%,5.82%,.14,Q,.17,B,28 APR 23,350,24.25,Z,28.35,Z,<empty>,0,23.73%,27.62%,,
,,<empty>,1,13.54%,5.10%,.12,T,.15,B,28 APR 23,351,25.50,N,29.20,N,<empty>,0,24.59%,27.46%,,
,,<empty>,3,13.79%,4.68%,.11,P,.14,B,28 APR 23,352,26.45,N,30.25,N,<empty>,0,25.22%,26.88%,,

5 MAY 23  (37)  100 (Weeklys)
,,Volume,Open.Int,Impl Vol,Prob.Touch,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Volume,Open.Int,Impl Vol,Prob.Touch,,
,,<empty>,0,23.67%,8.62%,39.15,N,42.25,C,5 MAY 23,285,.77,Z,.80,N,5,6,27.60%,14.36%,,
,,<empty>,0,24.06%,14.38%,34.55,T,37.55,H,5 MAY 23,290,.99,W,1.02,N,18,7,26.25%,18.18%,,
,,<empty>,0,22.10%,17.51%,29.75,H,32.65,H,5 MAY 23,295,1.28,Q,1.32,Q,70,21,24.94%,23.17%,,
,,<empty>,0,21.39%,24.67%,25.25,H,28.00,H,5 MAY 23,300,1.67,N,1.71,N,36,24,23.61%,29.59%,,
,,<empty>,0,20.59%,29.15%,22.40,J,25.35,H,5 MAY 23,303,1.97,P,2.01,N,5,28,22.84%,34.38%,,
,,<empty>,0,20.67%,31.68%,21.55,J,24.55,H,5 MAY 23,304,2.08,W,2.12,N,1,30,22.58%,36.12%,,
,,<empty>,0,20.08%,32.66%,20.65,H,23.50,H,5 MAY 23,305,2.19,Z,2.24,W,27,38,22.31%,37.94%,,
,,<empty>,0,21.61%,38.89%,21.15,H,22.15,H,5 MAY 23,306,2.32,Z,2.37,Z,2,7,22.07%,39.93%,,
,,<empty>,0,21.05%,40.23%,20.20,X,21.20,J,5 MAY 23,307,2.45,W,2.50,Z,<empty>,5,21.80%,41.94%,,
,,<empty>,0,21.35%,43.66%,19.90,Q,20.10,W,5 MAY 23,308,2.59,N,2.64,N,7,3,21.54%,44.08%,,
,,<empty>,0,21.08%,45.90%,19.05,I,19.25,N,5 MAY 23,309,2.74,W,2.79,N,<empty>,0,21.28%,46.33%,,
,,<empty>,0,20.95%,48.54%,18.25,T,18.45,X,5 MAY 23,310,2.90,N,2.95,N,1,18,21.02%,48.70%,,
,,<empty>,0,20.62%,50.87%,17.40,I,17.60,N,5 MAY 23,311,3.05,T,3.15,T,<empty>,1,20.79%,51.23%,,
,,<empty>,0,20.42%,53.60%,16.60,Q,16.80,X,5 MAY 23,312,3.25,P,3.35,T,<empty>,2,20.59%,53.96%,,
,,<empty>,0,20.30%,54.97%,16.20,I,16.40,X,5 MAY 23,312.5,3.30,T,3.40,N,<empty>,0,20.33%,55.04%,,
,,<empty>,0,20.18%,56.37%,15.80,I,16.00,X,5 MAY 23,313,3.40,T,3.50,Z,1,0,20.21%,56.44%,,
,,<empty>,0,19.90%,59.20%,15.00,Q,15.20,X,5 MAY 23,314,3.65,Q,3.75,T,<empty>,0,20.10%,59.57%,,
,,<empty>,11,19.60%,62.10%,14.20,I,14.40,I,5 MAY 23,315,3.85,Q,3.95,T,3,4,19.80%,62.47%,,
,,<empty>,0,19.40%,65.34%,13.45,I,13.65,X,5 MAY 23,316,4.10,W,4.20,T,7,7,19.60%,65.70%,,
,,<empty>,0,19.15%,68.64%,12.70,I,12.90,X,5 MAY 23,317,4.30,X,4.40,N,2,0,19.23%,68.77%,,
,,<empty>,0,19.02%,70.32%,12.35,I,12.50,T,5 MAY 23,317.5,4.45,T,4.55,Q,<empty>,3,19.17%,70.55%,,
,,<empty>,0,18.87%,72.02%,11.95,I,12.15,X,5 MAY 23,318,4.60,W,4.70,T,1,0,19.09%,72.34%,,
,,<empty>,0,18.62%,75.58%,11.25,I,11.40,N,5 MAY 23,319,4.85,T,4.95,Q,12,0,18.78%,75.80%,,
,,<empty>,4,18.39%,79.32%,10.55,I,10.70,N,5 MAY 23,320,5.15,T,5.25,Q,<empty>,3,18.55%,79.51%,,
,,<empty>,0,18.11%,83.15%,9.85,I,10.00,N,5 MAY 23,321,5.45,X,5.60,T,2,7,18.35%,83.38%,,
,,<empty>,22,17.91%,87.19%,9.20,Q,9.35,X,5 MAY 23,322,5.80,Q,5.90,Q,1,9,18.10%,87.33%,,
,,<empty>,1,17.74%,89.21%,8.85,I,9.00,N,5 MAY 23,322.5,6.00,Q,6.10,T,<empty>,0,18.05%,89.41%,,
,,3,5,17.67%,91.33%,8.55,I,8.70,X,5 MAY 23,323,6.15,Q,6.25,Q,22,0,17.86%,91.43%,,
,,<empty>,3,17.38%,95.59%,7.90,T,8.05,T,5 MAY 23,324,6.55,Q,6.65,Q,22,14,17.70%,95.67%,,
,,<empty>,12,17.16%,100.00%,7.30,T,7.45,T,5 MAY 23,325,6.90,X,7.05,Q,30,33,17.42%,100.00%,,
,,<empty>,5,16.95%,95.51%,6.75,Q,6.85,T,5 MAY 23,326,7.35,Q,7.45,Q,2,2,17.22%,95.57%,,
,,<empty>,2,16.68%,90.91%,6.15,T,6.30,T,5 MAY 23,327,7.80,Q,7.90,I,<empty>,1,17.01%,91.08%,,
,,<empty>,30,16.56%,88.58%,5.90,T,6.00,N,5 MAY 23,327.5,8.00,Q,8.15,Q,<empty>,0,16.89%,88.79%,,
,,<empty>,13,16.48%,86.27%,5.65,Q,5.75,T,5 MAY 23,328,8.25,I,8.35,N,1,4,16.76%,86.48%,,
,,<empty>,0,16.22%,81.52%,5.10,T,5.25,T,5 MAY 23,329,8.75,Q,8.85,N,<empty>,6,16.57%,81.88%,,
,,1,4,15.96%,76.71%,4.60,T,4.75,T,5 MAY 23,330,9.25,Q,9.40,Q,<empty>,0,16.38%,77.25%,,
,,<empty>,5,15.70%,71.84%,4.15,T,4.25,N,5 MAY 23,331,9.80,Q,9.95,Q,<empty>,0,16.19%,72.61%,,
,,3,12,15.51%,67.07%,3.70,T,3.85,T,5 MAY 23,332,10.35,X,10.55,Q,4,0,16.00%,67.98%,,
,,<empty>,9,15.42%,64.71%,3.50,T,3.65,A,5 MAY 23,332.5,10.65,X,10.85,Q,<empty>,0,15.91%,65.69%,,
,,<empty>,3,15.31%,62.31%,3.30,T,3.45,T,5 MAY 23,333,11.00,Q,11.15,I,<empty>,3,15.87%,63.50%,,
,,<empty>,11,15.12%,57.63%,2.96,Q,3.05,T,5 MAY 23,334,11.60,X,11.80,Q,4,4,15.68%,58.95%,,
,,6,16,14.87%,52.88%,2.61,N,2.67,N,5 MAY 23,335,12.30,Q,12.50,Q,16,0,15.63%,54.82%,,
,,6,23,14.68%,48.34%,2.29,P,2.35,N,5 MAY 23,336,13.00,Q,13.20,Q,<empty>,0,15.52%,50.64%,,
,,<empty>,1,14.50%,43.97%,2.00,N,2.06,N,5 MAY 23,337,12.00,Z,15.05,E,<empty>,0,14.46%,43.85%,,
,,<empty>,4,14.41%,41.85%,1.87,N,1.92,N,5 MAY 23,337.5,13.05,N,16.10,H,<empty>,0,16.53%,47.82%,,
,,5,14,14.34%,39.80%,1.74,Q,1.80,Q,5 MAY 23,338,13.40,N,16.65,H,<empty>,0,16.73%,46.63%,,
,,<empty>,2,14.16%,35.77%,1.50,I,1.56,Q,5 MAY 23,339,14.15,N,17.40,H,<empty>,0,16.64%,43.08%,,
,,22,14,14.04%,32.08%,1.30,Z,1.35,N,5 MAY 23,340,14.95,Z,18.30,H,<empty>,5,16.81%,40.40%,,
,,1,2,13.88%,28.50%,1.11,I,1.16,N,5 MAY 23,341,16.30,H,19.20,M,<empty>,0,17.89%,40.24%,,
,,22,4,13.78%,25.31%,.95,Z,1.00,W,5 MAY 23,342,16.90,Z,19.85,M,<empty>,0,17.22%,35.68%,,
,,15,0,13.66%,22.29%,.81,N,.85,N,5 MAY 23,343,18.05,Z,21.00,C,<empty>,0,18.39%,36.05%,,
,,2,1,13.58%,19.64%,.69,N,.73,N,5 MAY 23,344,18.55,T,22.00,T,<empty>,0,18.07%,32.70%,,
,,10,42,13.52%,17.22%,.58,T,.63,P,5 MAY 23,345,19.20,T,23.10,N,<empty>,0,18.18%,30.55%,,
,,<empty>,4,13.49%,15.15%,.50,W,.54,W,5 MAY 23,346,20.20,T,24.15,N,<empty>,0,18.87%,30.00%,,
,,1,3,13.43%,13.18%,.42,T,.46,N,5 MAY 23,347,21.15,T,25.20,N,<empty>,0,19.45%,29.24%,,
,,2,6,13.45%,11.60%,.36,Q,.40,Q,5 MAY 23,348,22.15,T,26.10,N,<empty>,0,19.82%,28.04%,,
,,3,3,13.44%,10.12%,.31,P,.34,N,5 MAY 23,349,23.15,T,27.15,N,<empty>,0,20.49%,27.61%,,
,,4,26,13.47%,8.87%,.26,T,.30,T,5 MAY 23,350,24.50,T,28.05,T,<empty>,0,21.59%,28.14%,,
,,34,1,13.83%,4.80%,.13,T,.16,T,5 MAY 23,355,29.25,T,33.20,N,<empty>,0,24.16%,24.96%,,
,,8,0,14.48%,2.84%,.07,T,.10,T,5 MAY 23,360,34.20,T,38.30,N,<empty>,0,26.96%,23.03%,,

19 MAY 23  (51)  100
,,Volume,Open.Int,Impl Vol,Prob.Touch,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Volume,Open.Int,Impl Vol,Prob.Touch,,
,,<empty>,0,--,0.00%,157.50,T,161.50,T,19 MAY 23,165,0,B,.02,D,3,4,57.13%,0.22%,,
,,<empty>,0,--,0.00%,152.50,T,156.80,T,19 MAY 23,170,0,J,.03,T,<empty>,1,56.46%,0.30%,,
,,<empty>,0,--,0.00%,147.50,T,151.80,T,19 MAY 23,175,0,D,.03,T,<empty>,0,54.13%,0.31%,,
,,<empty>,0,--,0.00%,142.85,T,146.55,T,19 MAY 23,180,0,D,.03,D,<empty>,0,51.76%,0.31%,,
,,<empty>,0,--,0.00%,138.10,T,141.60,T,19 MAY 23,185,.01,T,.04,T,<empty>,7,51.77%,0.48%,,
,,<empty>,0,--,0.00%,132.75,T,136.90,T,19 MAY 23,190,.01,T,.04,N,<empty>,0,49.49%,0.49%,,
,,<empty>,0,--,0.00%,127.80,T,131.90,T,19 MAY 23,195,.02,T,.05,T,<empty>,0,48.77%,0.66%,,
,,<empty>,0,--,0.00%,123.25,T,126.70,T,19 MAY 23,200,.03,T,.06,T,<empty>,9,47.73%,0.84%,,
,,<empty>,0,0.00%,0.00%,118.00,T,122.00,T,19 MAY 23,205,.04,Z,.07,T,<empty>,56,46.42%,1.01%,,
,,<empty>,1,48.66%,2.05%,113.40,T,116.80,T,19 MAY 23,210,.05,T,.08,T,<empty>,67,44.99%,1.18%,,
,,<empty>,0,47.27%,2.39%,108.45,T,111.85,T,19 MAY 23,215,.06,T,.09,T,<empty>,8,43.48%,1.36%,,
,,<empty>,0,31.61%,0.12%,103.05,T,107.00,T,19 MAY 23,220,.07,B,.11,E,1,519,42.12%,1.61%,,
,,<empty>,0,24.00%,0.01%,98.10,T,102.00,T,19 MAY 23,225,.09,T,.12,N,<empty>,515,40.66%,1.87%,,
,,<empty>,0,31.70%,0.42%,93.15,T,97.05,T,19 MAY 23,230,.11,W,.14,N,<empty>,27,39.31%,2.21%,,
,,<empty>,0,39.01%,3.07%,88.20,T,92.40,T,19 MAY 23,235,.14,W,.17,N,<empty>,88,38.17%,2.70%,,
,,<empty>,0,36.57%,3.08%,83.25,T,87.40,T,19 MAY 23,240,.17,T,.20,N,15,334,36.84%,3.21%,,
,,<empty>,0,36.53%,4.41%,78.50,T,82.40,T,19 MAY 23,245,.21,B,.25,B,1,37,35.73%,3.93%,,
,,<empty>,0,34.58%,4.80%,73.50,X,77.50,T,19 MAY 23,250,.26,J,.30,T,<empty>,"1,168",34.50%,4.74%,,
,,<empty>,0,34.53%,6.74%,68.90,T,72.45,T,19 MAY 23,255,.33,T,.36,N,6,70,33.34%,5.78%,,
,,<empty>,0,32.41%,7.25%,63.80,T,67.65,T,19 MAY 23,260,.41,T,.45,B,12,435,32.25%,7.09%,,
,,<empty>,0,31.13%,8.69%,58.80,T,62.90,T,19 MAY 23,265,.51,T,.55,B,1,171,31.08%,8.64%,,
,,<empty>,1,28.94%,9.36%,54.00,T,57.80,T,19 MAY 23,270,.64,T,.67,B,10,213,29.93%,10.55%,,
,,7,2,27.84%,11.60%,49.15,T,53.00,T,19 MAY 23,275,.79,T,.83,B,132,"1,190",28.77%,12.89%,,
,,<empty>,0,26.81%,14.52%,44.80,T,47.80,T,19 MAY 23,280,.98,T,1.02,B,735,376,27.58%,15.73%,,
,,<empty>,10,23.93%,14.86%,39.60,T,42.95,T,19 MAY 23,285,1.22,P,1.26,B,38,426,26.41%,19.26%,,
,,<empty>,0,22.85%,18.90%,35.10,T,38.00,T,19 MAY 23,290,1.51,T,1.56,T,"1,011","1,502",25.19%,23.56%,,
,,<empty>,2,23.48%,27.83%,31.30,T,33.30,T,19 MAY 23,295,1.89,Q,1.94,Q,58,"1,176",24.01%,28.95%,,
,,<empty>,22,22.23%,34.30%,26.85,T,28.70,T,19 MAY 23,300,2.38,P,2.43,B,438,"3,389",22.84%,35.69%,,
